channel_id,video_id,title,summary,views_in_period
UC510QYlOlKNyhy_zdQxnGYw,HkDVh5ToV0A,The Worst Behaviors Of Dictators,"This video explores the bizarre and repulsive personal habits of infamous dictators and details major historic atrocities, including the horrors of the Khmer Rouge, the brutality of Idi Amin and Pinochet, and the assassination of Kim Jong-un's half-brother.",3997
UC510QYlOlKNyhy_zdQxnGYw,k4Rb7EAfryU,POV: You Wake Up In The Gulf War,"This video explains the SAS's critical mission during the Gulf War to locate and destroy Iraqi Scud missile launchers in western Iraq, preventing attacks on Israel and safeguarding coalition unity by operating deep behind enemy lines with specialized tactics and equipment.",1019
UC510QYlOlKNyhy_zdQxnGYw,2hK8QRZw2-8,The Hardest Countries To Invade,"The video explains why certain countries—such as the United States, Switzerland, Russia, Great Britain, and Afghanistan—are considered the hardest in the world to invade, highlighting factors like geography, military strength, population, and historical resistance.",11654
UC510QYlOlKNyhy_zdQxnGYw,ydo1TLuOHiY,The Hero who stood up to the My Lai Massacre (1968),"The video recounts how helicopter pilot Hugh Thompson and his crew intervened during the My Lai Massacre in Vietnam, saving civilian lives, reporting the atrocity, and later receiving military honors for their bravery in defying orders to protect innocents.",29557
UC510QYlOlKNyhy_zdQxnGYw,0fMGnjQ_Y3k,The Items The US Army Believes You Can Survive Off Of,"This video reviews the best and worst accessories found in military ration packs, such as the infamous ""John Wayne"" toilet paper, chewing gum, flameless ration heater, cigarettes, and the iconic P38 can opener, highlighting their utility, history, and soldiers' opinions.",434
UC510QYlOlKNyhy_zdQxnGYw,83u0XjBnAyU,The Luxury Lifestyle Of Saddam Hussein,"The video details the extravagant lifestyle and immense wealth of Saddam Hussein, highlighting his spending on luxury cars, palaces, art, and yachts during his 25-year rule over Iraq, contrasted with the poverty of his people and his eventual downfall.",20274
UC510QYlOlKNyhy_zdQxnGYw,7po4rXB3Llo,The Biggest Frauds In History,"This video recounts the incredible true story of Frank Abagnale Jr., a teenage con artist who successfully impersonated a pilot, doctor, and lawyer before eventually being captured and later becoming a consultant for the FBI, and then explores the legal and societal issues surrounding Stolen Valor and the Watergate scandal.",3077
UC510QYlOlKNyhy_zdQxnGYw,SuNFOIPts9A,Fiat 2000 - History's Most Forgotten Tank,"The video explores the history and development of the Fiat 2000, Italy’s first tank built during World War I, highlighting its innovative design, limited production, operational challenges, and eventual obscurity, culminating in the construction of a modern replica now displayed in an Italian museum.",6281
UC510QYlOlKNyhy_zdQxnGYw,Hxo01loiUug,Crazy laws of North Korea,"The video details North Korea's extreme restrictions on daily life, including bans on laughter, sarcasm, fashion choices, haircuts, and marriage practices, illustrating the oppressive control the Kim regime exerts over its citizens' personal freedoms.",1946
UC510QYlOlKNyhy_zdQxnGYw,ykrNweRF9Nk,The most terrifying sounds and sights in war,"The video explores some of the most terrifying sights and psychological weapons in warfare history, including sonic weapons, napalm, biological and nuclear attacks, mass atrocities, and the enduring horror these tactics and events inflict on both combatants and civilians.",3314
UC510QYlOlKNyhy_zdQxnGYw,8Aaw2kk1LZ4,Guns That Don't Make Sense,"The video explores several unconventional and futuristic firearms—including the Pancor Jackhammer, Dardic handgun, H&K G11, FN P90, and Arsenal Shipka—highlighting their unique designs, technical innovations, limited adoption, and enduring legacy in pop culture.",2476
UC510QYlOlKNyhy_zdQxnGYw,JdJD2hQS1hI,The OLDEST Soldiers of War,"This video highlights remarkable stories of elderly World War I veterans and older men—including Walter Brown, Adrien Carton de Wiart, George Patton, Nikolai Morozov, and Norman Cota—who overcame age to participate heroically in World War II.",5111
UC510QYlOlKNyhy_zdQxnGYw,HNEnSEZUAjQ,The Horrors of the Coconut Prison,"The video details the extreme torture, inhumane conditions, and mass suffering inflicted on tens of thousands of communist prisoners at Vietnam's Coconut Tree Prison during the war, highlighting its notorious brutality, rare escapes, and eventual closure after 1973.",28358
UC_WXkNIJ2ncLIsAk_ltbvjA,h989zfYFk2o,400 IQ LEGO SETS!,"The video showcases a variety of Lego sets and highlights the most clever and creative uses of unusual or repurposed Lego pieces, demonstrating ingenious design choices by Lego designers across multiple themes and sets.",193
UC_WXkNIJ2ncLIsAk_ltbvjA,omPcR-Rum9U,LEGO Has Gone Too Far...,"The video counts down the ten Lego sets with the most stickers, highlighting how certain sets require builders to painstakingly apply up to 300 stickers—often tiny or repetitive—making assembly far more tedious and controversial among Lego fans.",89
UC_WXkNIJ2ncLIsAk_ltbvjA,2Y1ZHV3Nfig,Misleading LEGO Bricks...,"The video explains that while LEGO produces bricks in various shades that appear pink, the company officially labels these colors as purples, lavenders, or violets due to Danish language conventions, so by LEGO’s terminology, it does not make ""pink"" bricks.",164
UC_WXkNIJ2ncLIsAk_ltbvjA,l8ByqywIy3s,Weird vs Epic LEGO Set Stickers...,"The video explores the history, controversy, challenges, and creative highlights of LEGO stickers, discussing infamous missteps, the difficulty of placement, fan frustrations, and how LEGO decides between printed elements and stickers for its sets.",158
UC_WXkNIJ2ncLIsAk_ltbvjA,YCDqMf9cMnQ,LOTS OF LEGO SETS THAT BREAK THE RULES!,"The video highlights various rare and amusing errors found in LEGO sets' instructions, sticker placements, and box art—ranging from missing pieces and misprinted images to impossible builds—demonstrating that even LEGO occasionally makes mistakes despite their high quality standards.",1446
UC_WXkNIJ2ncLIsAk_ltbvjA,LVfbHzKyvdE,0 IQ LEGO SETS...,"This video explores some of LEGO’s most unusual or confusing set design decisions, explaining the quirky choices behind specific pieces, odd instructions, and unexpected mashups, all while showcasing LEGO’s blend of creativity, practicality, and business strategy.",1012
UC_WXkNIJ2ncLIsAk_ltbvjA,4cjdNZxlOrE,LEGO will NEVER be the same...,"This video explores the evolution of LEGO minifigure heads from their detailed 1970s origins through increasingly diverse designs, skin tones, and innovative molds, reflecting both technological advances and a growing emphasis on realism and inclusivity in LEGO's history.",2002
UC_WXkNIJ2ncLIsAk_ltbvjA,Q23s9_oKbaU,The Curse of Brittle LEGO Bricks,"The video explores three major Lego conspiracy theories, including the notorious brittle reddish-brown bricks due to faulty dye, the use of licensed sets as loss leaders to attract adult fans, and the company's historic practice of burying obsolete brick molds beneath its factories.",538
UC_WXkNIJ2ncLIsAk_ltbvjA,mesRxwW_FfA,LEGO MINIFIGURES THAT BREAK THE RULES!,"The video highlights various amusing and unusual mistakes found in LEGO minifigure instructions, packaging, and promotional images across multiple themes—including Marvel, Star Wars, City, and Harry Potter—where misprints, missing accessories, and incorrect character depictions have slipped past quality control.",2055
UC_WXkNIJ2ncLIsAk_ltbvjA,0Oirz0WCXJs,1000 IQ LEGO BUILDING TECHNIQUES!,"The video showcases a variety of ingenious and unconventional Lego building techniques, highlighting creative part usage, ""illegal"" methods, and advanced builders who push the boundaries of what's possible with Lego bricks.",1802
UC_WXkNIJ2ncLIsAk_ltbvjA,S49YQq8vtDY,Top 20 LEGO Sets For Christmas!,"The video presents a guide to the top 20 LEGO sets for holiday gifting in 2023, highlighting standout options across themes like Ninjago, Speed Champions, Indiana Jones, and Disney, along with recommendations for all budgets and exclusive discounts on LEGO-themed wall posters.",21
UC_WXkNIJ2ncLIsAk_ltbvjA,pBLL9dy10Cs,LEGO’s Weird Obsessions…,"The video explores LEGO's quirky obsessions with certain pieces—like frogs, hot dogs, bananas, carrots, and especially Batman—detailing how these elements appear in countless sets in creative and unexpected ways, reflecting both designer creativity and fan enthusiasm.",1250
UC_WXkNIJ2ncLIsAk_ltbvjA,sJCxP95iHgU,500 IQ LEGO SETS!,"The video highlights clever and creative ways LEGO designers repurpose minifigure accessories and unusual parts—like weapons, sausages, whips, and snakes—across various sets, demonstrating their ingenuity in adding hidden details and unique functions to LEGO builds.",1523
UC_WXkNIJ2ncLIsAk_ltbvjA,MRPS6Ypy30k,Craziest LEGO Hot Takes...,"The video explores a range of controversial and humorous ""hot takes"" from the LEGO fan community, covering topics like building habits, stickers, storage, minifigure obsession (or lack thereof), set pricing, play vs. display, and the divisiveness of newer LEGO themes and products.",966
UC_WXkNIJ2ncLIsAk_ltbvjA,-JnviYGG0-0,"$1 vs $100,000 LEGO Set!","This video explores the vast range of LEGO set prices, from rare $1 garage sale finds to exclusive collectible sets valued at over $100,000, detailing the factors that make certain LEGO sets and minifigures exceptionally valuable among collectors.",251
UC_WXkNIJ2ncLIsAk_ltbvjA,slYdZawNRW4,Awkward LEGO Sets...,"The video humorously explores Lego’s long-running and creative obsession with including toilets, poop, and bathroom humor in sets—from historical builds to modern themes—highlighting how a single swirly brown piece regularly appears as both waste and dessert.",1445
UC_WXkNIJ2ncLIsAk_ltbvjA,8sNMonInDao,-200 IQ LEGO SETS...,"The video explores unusual, confusing, or seemingly unnecessary steps in various LEGO set instructions, explaining the reasons behind leftover pieces, hidden parts, and odd design choices, while highlighting how LEGO's instruction design has evolved—sometimes with mixed results.",2187
UC_WXkNIJ2ncLIsAk_ltbvjA,chwxNvc7jVk,LEGO Changed Everything...,"The video explores why LEGO avoids including realistic guns and modern military vehicles in its City sets, tracing the company's historical philosophy against depicting real-world violence, and explaining how exceptions for fantasy and licensed themes have created ongoing controversy among fans.",2375
UC_WXkNIJ2ncLIsAk_ltbvjA,S5y29ptlGtU,The Worst LEGO Instruction Steps...,"This video reviews the most tedious and repetitive steps in large LEGO sets, highlighting frustrating builds like the Taj Mahal, Rivendell, Avengers Tower, and especially the world map, which involves placing over 11,000 tiny tiles and can take up to 20 hours.",3279
UC_WXkNIJ2ncLIsAk_ltbvjA,CRYjgo3O4Bk,LEGO Sets But Tiny...,"The video explores the history and creativity of LEGO’s smallest sets, highlighting classic space themes, promotional polybags, clever mini-builds, and micro-replicas, while showcasing how these tiny sets are often among LEGO’s most unique and innovative creations.",494
UC_WXkNIJ2ncLIsAk_ltbvjA,7kQuVgRR-Qk,When LEGO Gets Lazy...,"This video reviews various LEGO sets, contrasting examples of excellent and poor designs across themes like Star Wars, classic space, vehicles, and architecture, while highlighting what makes certain sets innovative, detailed, and playable versus those that are uninspired or poorly executed.",3745
UC_WXkNIJ2ncLIsAk_ltbvjA,XDfDYCi4xBQ,MANY LEGO SETS THAT BREAK THE RULES!,"The video highlights a variety of mistakes and inconsistencies found in LEGO sets’ instructions, packaging, and minifigure designs, showcasing errors such as missing or extra pieces, mislabeled bags, misprinted images, and assembly step mix-ups reported by fans.",3370
UC_WXkNIJ2ncLIsAk_ltbvjA,PG_4Y2IXqlI,The Hottest LEGO Hot Takes…,"The video explores a series of provocative and divisive opinions from the Lego community, debating topics like theme preferences, army building, molded vs. brick-built pieces, and even whether Mega Construx is superior, ultimately highlighting the diversity and passion within Lego fandom.",772
UC_WXkNIJ2ncLIsAk_ltbvjA,q6N2iBQHFT0,600 IQ LEGO SETS!,"The video showcases creative and unexpected uses of LEGO pieces in various sets, highlighting clever design techniques where standard parts are repurposed in innovative ways, including whips as antennas, bananas as car details, and minifig accessories as animal features.",1214
UC_WXkNIJ2ncLIsAk_ltbvjA,C_VWRaBg3dk,These LEGO Minifigures Are Not Normal...,"The video explores various rare and funny LEGO misprints and manufacturing mistakes—ranging from misprinted minifigure heads and helmets to deformed bricks and instruction errors—explaining their causes, rarity, collectible value, and appeal to LEGO fans.",728
UC_WXkNIJ2ncLIsAk_ltbvjA,iZIKIwTZZK4,Crazy LEGO Conspiracy Theories...,"The video explores various Lego-related rumors and conspiracies—including the overabundance of frog pieces due to an alleged manufacturing error, duplicate set shipments possibly tied to marketing tactics, and the removal of weapons imagery from Star Wars packaging—while assessing their plausibility and revealing insights into Lego's operations.",379
UC_WXkNIJ2ncLIsAk_ltbvjA,WvUWBa5jDlU,200 IQ LEGO Play Features!,"The video highlights some of the weirdest, wackiest, and most creative play features ever included in LEGO sets, from minifigure-swallowing dragons and trap doors to flushing toilets, edible pellets, and even poop-shooting monsters.",3359
UC_WXkNIJ2ncLIsAk_ltbvjA,88wmTsMfZSk,LEGO is hiding this in sets...,"This video explores clever and obscure Easter eggs hidden in various LEGO sets, highlighting inside jokes, references, and unique details that designers have incorporated for builders to discover, from red herrings and ""laundered"" money to hidden national flags and playful brick placements.",2010
UC_WXkNIJ2ncLIsAk_ltbvjA,Yh4B0QCuSBs,LEGO But It Talks...,"The video reviews the new $100 LEGO Harry Potter Talking Sorting Hat set, discussing its rare sound brick feature, the history and challenges of LEGO sound bricks, and debates whether the novelty justifies the high price while anticipating future use of sound bricks in LEGO sets.",279
UC_WXkNIJ2ncLIsAk_ltbvjA,A5rxddBGzLE,700 IQ LEGO SETS!,"This video highlights clever and creative design techniques in recent and classic official LEGO sets, showcasing innovative part usage and building tricks that demonstrate the ingenuity of LEGO designers and the unexpected versatility of LEGO elements.",1903
UC_WXkNIJ2ncLIsAk_ltbvjA,A3PhuPZpR_g,LEGO Has An Obsession...,"The video explores LEGO’s quirky obsessions with repeatedly using certain pieces—like Thor’s hammer, katanas, coffee mugs, cherries, fire trucks, and frogs—in countless sets, often in playful or unexpected contexts far beyond their original purpose.",1249
UC_WXkNIJ2ncLIsAk_ltbvjA,qutXIIStW-w,Insane LEGO Hot Takes...,"The video explores a variety of viewer-submitted controversial LEGO hot takes, discussing opinions on discontinued themes, favorite eras, unique building habits, set preferences, and LEGO's marketing practices, while reflecting on how nostalgia and personal taste shape fans' views.",395
UC_WXkNIJ2ncLIsAk_ltbvjA,yM4xPV-BoB8,THESE LEGO SETS BREAK THE RULES!,"The video explores 15 LEGO sets with notable instruction or artwork errors—ranging from misprinted steps and missing or extra pieces, to mistakes that make building impossible—showcasing how even official LEGO products are sometimes released with significant flaws.",1026
UC_WXkNIJ2ncLIsAk_ltbvjA,jQ1v4AxaiIU,LEGO Capes Are 100x Better Now...,"This video explores the history, evolution, and rarest examples of LEGO minifigure capes, from their humble plastic beginnings in 1984 to today's innovative designs, highlighting noteworthy variants, iconic sets, and collectible value among LEGO fans.",2255
UC_WXkNIJ2ncLIsAk_ltbvjA,lnAcf3idJPI,Weird LEGO Cars Be Like...,"This video explores the history and evolution of Lego cars, highlighting key milestones, unique and imaginative vehicle sets, and Lego's role as the world's largest tire producer, while showcasing both realistic replicas and whimsical, creative designs.",148
UC_WXkNIJ2ncLIsAk_ltbvjA,gWUgLcA-8ps,200 IQ LEGO MINIFIGURES!,"This video explores the most creative and unique Lego minifigure designs, highlighting distinctive elements like specialized hairpieces, accessories, transparent parts, unique molds, and Easter eggs that demonstrate Lego's ongoing innovation and attention to character detail over the years.",18562
UC_WXkNIJ2ncLIsAk_ltbvjA,Sxo2j9EugnU,75 LEGO SETS THAT BREAK THE RULES!,"The video showcases a wide variety of accidental errors, oddities, and rule-breaking mistakes found in LEGO sets, instructions, and packaging—from floating pieces and misprinted minifigures to mislabeled parts—demonstrating how even LEGO occasionally lets small production slip-ups reach consumers.",15446
UC_WXkNIJ2ncLIsAk_ltbvjA,vz_iQIp7Sg4,2000 IQ LEGO BUILDING TECHNIQUES!,"The video highlights some of the most creative and ingenious LEGO building techniques, showcasing impressive fan-made creations—from massive dragons and kinetic dioramas to clever uses of minifigure parts and inventive architectural solutions—demonstrating the endless possibilities of LEGO artistry.",2753
UC_WXkNIJ2ncLIsAk_ltbvjA,wMm11lzsXM0,LEGO Wants These Bricks Destroyed,"The video explores the fascinating and scandalous history of rare, highly collectible marbled ""Grangemouth bricks,"" unauthorized Lego bricks created in 1970s Scotland when factory employees secretly made and distributed them, making them valuable and controversial collector's items today.",7761
UC_WXkNIJ2ncLIsAk_ltbvjA,0-MQEvomCYU,LEGO Sets With Too Many Minifigures,"The video counts down the LEGO sets with the highest number of minifigures, revealing that 1982's Fabuland Minifigure Retail Box holds the record with 80 minifigures, far surpassing modern sets like the Avengers Tower.",67124
UC_WXkNIJ2ncLIsAk_ltbvjA,-fqIKZXwX8w,LEGO's WORST Obsessions...,"The video explores LEGO's recurring obsessions with certain parts and themes—such as the candle element, food items like pizza and drumsticks, and specific sets like the Millennium Falcon—highlighting how these pieces repeatedly appear in numerous sets and creative variations.",876
UC_WXkNIJ2ncLIsAk_ltbvjA,fAnRIzHpxuE,300 IQ LEGO Play Features!,This video explores the most creative and clever play features in various LEGO sets—from hidden compartments and action mechanisms to interactive parts and unique packaging—highlighting how imaginative designs enhance the fun and appeal of LEGO for fans of all ages.,3601
UC_WXkNIJ2ncLIsAk_ltbvjA,mBIXXFPgTKI,EXTREME LEGO FAKES!,"This video humorously explores the world of fake and knockoff Lego sets, showcasing a wide range of poorly made, bizarre, and copyright-infringing imitations—from fake Star Wars and Marvel sets to creepy Ninjago and minion figures.",3504
UC_WXkNIJ2ncLIsAk_ltbvjA,DW8e0cKUr5U,800 IQ LEGO SETS!,"The video explores the most ingenious and unconventional building techniques in LEGO sets, highlighting creative part usage—like lipstick as car exhausts and hot dog buns as lanterns—and even instances where LEGO appears to break its own rules for innovative designs.",9707
UC_WXkNIJ2ncLIsAk_ltbvjA,Xe21Yh-Gi9Y,THE WORST LEGO SETS,"The video reviews some of LEGO's worst sets ever made—highlighting design flaws, poor value, and unpopular features—culminating with the infamous unreleased giraffe set and the dismal Galidor Happy Meal toy, which received the lowest user rating.",42705
UC_WXkNIJ2ncLIsAk_ltbvjA,KoAPxfmjxeA,LEGO is all connected...,"The video explores ten of the most clever hidden secrets, Easter eggs, and personal designer references found in various LEGO sets, including nods to classic themes, movies, minifigure cameos, and special connections between different LEGO lines.",2490
UC_WXkNIJ2ncLIsAk_ltbvjA,QUgY6kxrRDQ,Do You Remember These LEGO Sets?,"This video reviews several discontinued LEGO themes—including Monster Fighters, Universe, Spybotics, Inventor, Dino Attack, Avatar, Ben 10, Legends of Chima, Mixels, Atlantis, and Pharaoh's Quest—exploring their unique features, memorable sets, and reasons for their cancellation.",13044
UC_WXkNIJ2ncLIsAk_ltbvjA,9Z25P_XT8BI,LEGO Sets You Can't Take Apart,"This video explores various LEGO sets and building techniques that create nearly impossible-to-disassemble ""dead end"" constructions, highlights notable examples, discusses removal methods, and examines the debate over design flaws and ""illegal"" building practices in LEGO.",42402
UC-9b7aDP6ZN0coj9-xFnrtw,E0xk4heUgX0,Are These Really Just Rocks on Mars? | Perseverance Part 6,"The video explores how Mars has often deceived observers through optical illusions and human bias, highlighting how the Perseverance rover's discoveries—including ambiguous rock formations and actual human-made debris—remind us to critically examine what we see in the search for extraterrestrial life.",1088
UC-9b7aDP6ZN0coj9-xFnrtw,9hmZSOy_5qU,"We've Been Receiving a Radio Signal Every 22-Minutes for 35 Years, And Astronomers Are Baffled","Astronomers have discovered a mysterious, highly stable 22-minute radio signal—likely from an unknown type of cosmic object—challenging existing theories about neutron stars and pulsars, and hinting at new astrophysical phenomena beyond current understanding.",2715
UC-9b7aDP6ZN0coj9-xFnrtw,B3aNeJ5s7ew,What Will the Solar Maximum do to Earth in 2025?,"This video explains how the Sun's 11-year cycles significantly influence life on Earth by affecting technology, climate, ecosystems, and possibly even human health and behavior, with the next solar maximum expected in 2025.",3241
UC-9b7aDP6ZN0coj9-xFnrtw,b9O6iCM4vCg,"Light Can Go Backwards Through Time, And This Experiment Proves It",The video explores recent experiments showing that light can behave in ways that defy classical physics—including traveling faster or slower than its usual speed and even appearing to interfere with itself across time—raising new questions about the true nature of light and causality.,40764
UC-9b7aDP6ZN0coj9-xFnrtw,mo7-S9RjbuQ,The Uncomfortable Truth: Why We Are Heading Towards Complete Isolation,"The video explains how the universe's accelerating expansion led scientists to theorize dark energy—an invisible force making up about 68% of the universe—and explores ongoing research, including the Euclid telescope, aimed at uncovering its mysterious nature.",684
UC-9b7aDP6ZN0coj9-xFnrtw,q7AT3XHguxU,What Satellites Can See From Space Is Troubling,"The video explores the rapid growth and increasing resolution of Earth-observing satellites, highlighting their powerful benefits for science and society but raising significant concerns about privacy as surveillance capabilities become ever more advanced and ubiquitous.",30078
UC-9b7aDP6ZN0coj9-xFnrtw,IEviJlL3Cxs,"For the Last 33 Years, Hubble Has Been Seeing Something It Wasn't Designed For | Hubble Supercut","This video explores the remarkable contributions of the Hubble Space Telescope to our understanding of the solar system, highlighting its unexpected discoveries, planetary observations, and complementary relationship with the James Webb Space Telescope.",826
UC-9b7aDP6ZN0coj9-xFnrtw,67mmE0Bja5o,How NANOGrav Uses Dead Stars to Detect Spacetime Ripples,The video explains how the NANOGrav collaboration detected strong evidence for a gravitational wave background—subtle ripples in spacetime likely caused by supermassive black hole binaries and possibly the Big Bang—using an array of precisely monitored pulsars spread across the galaxy.,320
UC-9b7aDP6ZN0coj9-xFnrtw,KD0xHfFmMKw,Something is Still Lurking Below the Moon's Surface | India's Chandrayaan 3 Moon Mission ISRO,"India's Chandrayaan-3 mission made history by achieving the first landing at the Moon's south pole, yielding important data on lunar elements—though it failed to directly detect surface water ice, suggesting future searches must probe beneath the regolith.",758
UC-9b7aDP6ZN0coj9-xFnrtw,WH4MChywx4o,The Storm So Big It Can Take Out Satellites,"The video explains how massive, planet-wide dust storms form on Mars approximately every 5.5 Earth years, the mechanisms behind their development, their impacts on robots and potential human settlers, and the challenges these storms pose for future exploration and habitation.",1333
UC-9b7aDP6ZN0coj9-xFnrtw,ridb9olnqLc,What the Upcoming Geomagnetic Reversal Will Do to Earth,"The video explores Earth's geomagnetic reversals, explaining their causes, historical frequency, potential dangers—including increased radiation and technological disruptions—and concludes that while the risks are real, such events are slow, giving humanity time to adapt.",7310
UC-9b7aDP6ZN0coj9-xFnrtw,keUZLShfWCY,The Best Earth-like Exoplanet Has 4 Major Problems,"The video explains that while thousands of exoplanets have been discovered, none found so far are truly suitable for human habitation due to factors like harsh stellar environments, tidal locking, and gravity, making the search for a real ""Earth 2.0"" ongoing.",70684
UC-9b7aDP6ZN0coj9-xFnrtw,6EbuAEagQj4,The Deepest We Have Ever Seen Into the Sun | SDO 4K,"This video explores the Sun’s dynamic atmosphere and surface using different wavelengths of electromagnetic light, revealing features like solar flares, coronal holes, prominences, sunspots, and granules, and highlighting how advanced imaging uncovers the Sun’s hidden complexity.",117811
UC-9b7aDP6ZN0coj9-xFnrtw,KJ61koSsyyY,We May Have the Key To the Theory of Everything... Let me Explain With a Model | Part 1,"The video explores the quest for a grand unifying theory in physics—highlighting the challenges in merging quantum mechanics and relativity, introducing string theory and extra dimensions, and presenting the host’s own conceptual approach to explaining the universe’s underlying structure.",1938
UC-9b7aDP6ZN0coj9-xFnrtw,hxgdjbi2MTU,The Final Cassini Images that Stunned the World | NASA Cassini Supercut,"This video explores the Cassini-Huygens mission’s legacy, detailing its groundbreaking discoveries about Saturn’s rings, moons, atmosphere, and unresolved mysteries—including Saturn’s day length and magnetic field—made possible by spectacular data gathered during Cassini's dramatic Grand Finale.",19220
UC-9b7aDP6ZN0coj9-xFnrtw,vIPwQwEC-FQ,"James Webb Discovered Something So Improbable, It Shouldn’t Ever Happen","The James Webb Space Telescope has discovered 40 pairs of Jupiter-mass planets, called JuMBOs, orbiting each other in the Orion Nebula, challenging existing theories of star and planet formation due to their surprising frequency and improbable nature.",2641
UC-9b7aDP6ZN0coj9-xFnrtw,Q15yFTtIRlM,What the Moon Will Do to Earth Next Decade,"The video explains how the Moon’s 18.6-year lunar nodal cycle intensifies tides, and combined with rising sea levels from climate change, is expected to cause dramatic, widespread coastal flooding and ecological impacts in the mid-2030s, urging urgent adaptation measures.",869
UC-9b7aDP6ZN0coj9-xFnrtw,epZ5_DVQzFE,The Facts Nearly Everyone Gets Wrong About Pluto,"This video answers four key questions about Pluto, explaining why it’s hard to image from Earth, why Pluto and Charon orbit a shared point in space, how New Horizons captured bright images despite Pluto’s distance from the Sun, and why Pluto is classified as a dwarf planet.",54379
UC-9b7aDP6ZN0coj9-xFnrtw,QqY8fY0TqaQ,The 9 Experiments That Will Change Your View of Light (And Blow Your Mind),"This video explains how various quantum physics experiments—especially those involving light—challenge our understanding of reality, demonstrating that light and matter behave unpredictably, are altered by observation, and may even allow information to travel backward in time.",70178
UC-9b7aDP6ZN0coj9-xFnrtw,59ZOgGBAXNU,How Destroying Mercury Would Help Humanity,"The video explores the concept of Dyson spheres as a potential long-term solution to Earth's impending energy crisis, analyzing their feasibility, required resources, and the mathematics behind harnessing the Sun's full energy output for future civilization.",587
UC-9b7aDP6ZN0coj9-xFnrtw,jE1wWJb-8pA,The Suspicious Similarities Between Earth and Mars,"The video explains how scientists search for alien life by studying ancient extremophilic microbes on Earth, whose unique adaptations and biosignatures guide the hunt for life on planets like Mars and Europa, and discusses future telescopes advancing this quest.",156
UC-9b7aDP6ZN0coj9-xFnrtw,s1zqB-xvnUk,The Inexplicable Cosmic Coincidence That Suggests the Universe Was Designed | Part 1,"This video explores why the measured amount of dark energy in the universe is far lower than theoretical predictions—allowing galaxies, stars, and life to exist—and discusses whether this remarkable ""fine-tuning"" is a coincidence or evidence of deeper underlying principles.",879
UC-9b7aDP6ZN0coj9-xFnrtw,lbl_4TnPIGM,Journey Across the Solar System Through the Eyes of the Voyager Probes,"The video traces the extraordinary 47-year journey of NASA’s Voyager 1 and 2 probes, highlighting their groundbreaking discoveries about the outer planets and their moons, and reflecting on their lasting legacy as humanity’s farthest-traveled space explorers.",72905
UC-9b7aDP6ZN0coj9-xFnrtw,iE72t-WFKNM,This Makes Me Sad: The Crash on the Moon that Could've Easily Been Avoided,"This video examines the failure of Russia's Luna-25 Moon mission, attributing its crash to technological setbacks, rushed competition with India, and Western sanctions, while underscoring the importance of international collaboration in successful space exploration.",154
UC-9b7aDP6ZN0coj9-xFnrtw,z6bybdozsjY,What's Happening With Antimatter at CERN? Scientists Are Stumped Again,"This video explains the nature of antimatter, the differences and similarities between matter and antimatter—especially regarding gravity—and details a recent CERN experiment showing that antimatter, like matter, falls downward due to gravity, challenging alternative theories.",4325
UC-9b7aDP6ZN0coj9-xFnrtw,Q-ZIHu8e0hM,Kilonova Size Explosions Are Popping Off in Empty Space,"This video explores the mystery of Luminous Fast Blue Optical Transients (LFBOTs)—extraordinarily bright, short-lived cosmic explosions that have baffled astronomers since 2018, challenging existing theories and highlighting the need for more data to understand their origins.",13231
UC-9b7aDP6ZN0coj9-xFnrtw,u6a6MCeDfac,What Will Humanity Do If We Ever Discover Aliens?,"This video explores the scientific search for alien life, discussing definitions of life, likely conditions and forms for extraterrestrial organisms, the ongoing hunt within our solar system and beyond, possible evidence for aliens, and the challenges and implications of first contact.",36059
UC-9b7aDP6ZN0coj9-xFnrtw,Oj9nJFqios4,The Star that Looks Like a Black Hole,"The video explores the nature and lifecycle of stars, delving into hypothetical exotic stars like gravastars made of vacuum energy, and discusses the ongoing scientific debate over whether some black holes could actually be these exotic objects linked to dark energy.",3168
UC-9b7aDP6ZN0coj9-xFnrtw,YoUJx57bmTQ,The Bizarre Shaped Objects that Block the Sun on Other Planets,"The video explains solar eclipses on Earth and other planets, showcases NASA's stunning images and videos of eclipses across the solar system, discusses their scientific importance, and highlights the April 2024 North American solar eclipse.",283
UC-9b7aDP6ZN0coj9-xFnrtw,svLDNMNDk-U,The Images That Will Change Your View of Our Moon Forever (And Blow Your Mind) | LRO 4K,"This video explores the Lunar Reconnaissance Orbiter's detailed mapping and imaging of the Moon since 2009, highlighting its discoveries of craters, mountains, volcanic features, surface changes, and their significance for lunar science and future human exploration.",21918
UC-9b7aDP6ZN0coj9-xFnrtw,PfIZmv2rC80,Aftermath of the Asteroid Impact that Killed the Dinosaurs,"This video explores the theories behind the mass extinction event that wiped out the dinosaurs 66 million years ago—focusing on asteroid impact, volcanic activity, or both—and examines how life on Earth dramatically changed and eventually recovered.",43987
UC-9b7aDP6ZN0coj9-xFnrtw,qWW0HrVC30s,This Object Could Rewrite Everything We Know About Black Holes,"This video explains the theoretical existence of white holes and wormholes—spacetime phenomena predicted by general relativity as counterparts and extensions of black holes—and discusses their possible connection to black hole death, parallel universes, and the origins of our universe.",5071
